,publication_date,keyword_1,keyword_2,keyword_3
5201,2020-06-29T23:49:47+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5202,2020-06-29T23:49:47+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5203,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5204,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5205,2020-06-29T23:49:45+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5206,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5207,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5208,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5209,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5210,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5211,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5212,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5213,2020-06-29T23:49:45+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5214,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5215,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5216,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5217,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5218,2020-06-29T23:49:47+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5219,2020-06-29T23:49:47+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5220,2020-06-28T16:01:45+0000,Indigenous People,Oil Sands,ALBERTA (CANADA)
5221,2020-06-27T09:00:25+0000,Cooking and Cookbooks,Bakeries and Baked Products,Pizza
5222,2020-06-29T16:22:43+0000,Soccer,Coronavirus (2019-nCoV),Liverpool (Soccer Team)
5223,2020-06-29T09:00:08+0000,Basketball,National Basketball Assn,United States Economy
5224,2020-06-29T20:01:41+0000,New Deal (1930's),Liberalism (US Politics),Coronavirus (2019-nCoV)
5225,2020-06-29T09:00:23+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,Restaurants
5226,2020-06-29T21:09:40+0000,Law and Legislation,United States Politics and Government,Patient Protection and Affordable Care Act (2010)
5227,2020-06-29T21:47:58+0000,Remdesivir (Drug),Drugs (Pharmaceuticals),Coronavirus (2019-nCoV)
5228,2020-06-29T09:00:12+0000,Teenagers and Adolescence,Coronavirus (2019-nCoV),Homosexuality and Bisexuality
5229,2020-06-29T13:44:20+0000,Real Estate and Housing (Residential),Coronavirus Reopenings,Coronavirus (2019-nCoV)
5230,2020-06-27T09:00:25+0000,Cooking and Cookbooks,Bakeries and Baked Products,Pizza
5231,2020-06-29T16:11:44+0000,George Floyd Protests (2020),"Murders, Attempted Murders and Homicides","Demonstrations, Protests and Riots"
5232,2020-06-29T16:22:43+0000,Soccer,Coronavirus (2019-nCoV),Liverpool (Soccer Team)
5233,2020-06-28T16:01:45+0000,Indigenous People,Oil Sands,ALBERTA (CANADA)
5234,2020-06-29T14:30:45+0000,Tests (Medical),"Prices (Fares, Fees and Rates)",Health Insurance and Managed Care
5235,2020-06-29T09:00:12+0000,Teenagers and Adolescence,Coronavirus (2019-nCoV),Homosexuality and Bisexuality
5236,2020-06-29T09:00:21+0000,Telecommuting,Shutdowns (Institutional),Computers and the Internet
5237,2020-06-29T13:44:20+0000,Real Estate and Housing (Residential),Coronavirus Reopenings,Coronavirus (2019-nCoV)
5238,2020-06-27T07:00:10+0000,Mississippi,"Flags, Emblems and Insignia",State Legislatures
5239,2020-06-29T22:03:54+0000,Coronavirus (2019-nCoV),Tests (Medical),"Coronavirus Aid, Relief, and Economic Security Act (2020)"
5240,2020-06-29T22:25:19+0000,United States International Relations,United States Politics and Government,Embargoes and Sanctions
5241,2020-06-29T23:18:57+0000,Mount Rainier (Wash),Seattle (Wash),Indonesia
5242,2020-06-29T17:48:57+0000,"Trump, Donald J",St Louis (Mo),"McCloskey, Patricia N (1959- )"
5243,2020-06-28T09:00:20+0000,Colleges and Universities,Shutdowns (Institutional),Coronavirus (2019-nCoV)
5244,2020-06-29T17:00:13+0000,Social Media,Censorship,Black People
5245,2020-06-29T17:43:23+0000,Presidential Election of 2020,"Video Recordings, Downloads and Streaming",Social Media
5246,2020-06-27T09:00:04+0000,Content Type: Service,Exercise,Parks and Other Recreation Areas
5247,2020-06-29T19:24:44+0000,Republican National Convention,Jacksonville (Fla),Presidential Election of 2020
5248,2020-06-29T22:40:34+0000,Vodka,Quarantine (Life and Culture),Cocktails and Mixed Drinks
5249,2020-06-27T00:34:06+0000,Race and Ethnicity,Black People,Television
5250,2020-06-27T09:00:20+0000,George Floyd Protests (2020),Black Lives Matter Movement,Presidential Election of 2020
5251,2020-06-27T14:50:24+0000,Colorado,"Elections, Senate","Hickenlooper, John W"
5252,2020-06-28T00:17:30+0000,Walmart Stores Inc,"Murders, Attempted Murders and Homicides",Red Bluff (Calif)
5253,2020-06-28T00:18:10+0000,Mississippi,"Flags, Emblems and Insignia",Confederate States of America
5254,2020-06-29T13:29:08+0000,Domestic Service,Labor and Jobs,Child Care
5255,2020-06-27T16:00:06+0000,Monuments and Memorials (Structures),"Roosevelt, Theodore",AMERICAN MUSEUM OF NATURAL HISTORY
5256,2020-06-27T09:00:23+0000,Homosexuality and Bisexuality,"Demonstrations, Protests and Riots",Parades
5257,2020-06-29T09:00:17+0000,Sailboats and Sailing,Television,Computers and the Internet
5258,2020-06-29T00:25:52+0000,Masks,Social Media,Protective Clothing and Gear
5259,2020-06-29T09:00:12+0000,Health Insurance and Managed Care,Labor and Jobs,Medicine and Health
5260,2020-06-27T18:30:10+0000,"Duckworth, L Tammy","Biden, Joseph R Jr",Democratic Party
5261,2020-06-28T00:17:30+0000,Walmart Stores Inc,"Murders, Attempted Murders and Homicides",Red Bluff (Calif)
5262,2020-06-27T09:00:18+0000,Computers and the Internet,Cyberharassment,Extortion and Blackmail
5263,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5264,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5265,2020-06-29T23:49:41+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5266,2020-06-29T23:49:41+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5267,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5268,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5269,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5270,2020-06-29T23:49:40+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5271,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5272,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5273,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5274,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5275,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5276,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5277,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5278,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5279,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5280,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5281,2020-06-29T23:49:41+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5282,2020-06-29T23:49:41+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5283,2020-06-27T14:53:56+0000,States (US),Governors (US),Coronavirus (2019-nCoV)
5284,2020-06-29T16:06:15+0000,Russia,Irkutsk (Russia),Coronavirus (2019-nCoV)
5285,2020-06-28T19:39:04+0000,Police,"Police Brutality, Misconduct and Shootings",Police Reform
5286,2020-06-29T21:54:54+0000,Deaths (Obituaries),Banking and Financial Institutions,Federal Reserve System
5287,2020-06-29T21:50:49+0000,Serial Murders,"DeAngelo, Joseph James",Sacramento (Calif)
5288,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5289,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5290,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5291,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5292,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5293,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5294,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5295,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5296,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5297,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5298,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5299,2020-06-29T23:49:41+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5300,2020-06-29T23:49:41+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5301,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5302,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5303,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5304,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5305,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5306,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5307,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5308,2020-06-29T23:49:43+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5309,2020-06-29T23:49:43+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5310,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5311,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5312,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5313,2020-06-29T17:14:12+0000,Music,Pianos,Musical Instruments
5314,2020-06-29T13:35:21+0000,Iran,"Suleimani, Qassim",Interpol (International Criminal Police Organization)
5315,2020-06-27T15:14:41+0000,Absentee Voting,Elections,Coronavirus (2019-nCoV)
5316,2020-06-27T14:53:56+0000,States (US),Governors (US),Coronavirus (2019-nCoV)
5317,2020-06-29T16:06:15+0000,Russia,Irkutsk (Russia),Coronavirus (2019-nCoV)
5318,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5319,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5320,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5321,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5322,2020-06-29T23:49:43+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5323,2020-06-29T23:49:43+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5324,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5325,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5326,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5327,2020-06-29T23:49:40+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5328,2020-06-29T14:37:21+0000,Supreme Court (US),Consumer Financial Protection Bureau,Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)
5329,2020-06-29T16:34:30+0000,Genealogy,"Murders, Attempted Murders and Homicides",Sex Crimes
5330,2020-06-29T20:23:47+0000,Global Warming,Environment,Greenhouse Gas Emissions
5331,2020-06-29T16:36:13+0000,Tests (Medical),Doctors,Coronavirus (2019-nCoV)
5332,2020-06-29T23:49:47+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5333,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5334,2020-06-29T09:00:18+0000,Fringe Groups and Movements,Fashion and Apparel,Whites
5335,2020-06-27T11:30:09+0000,Cocktails and Mixed Drinks,Recipes,Quarantine (Life and Culture)
5336,2020-06-27T03:15:10+0000,Independence Day (US) (July 4),Coronavirus Risks and Safety Concerns,Fireworks
5337,2020-06-29T09:00:14+0000,Coronavirus (2019-nCoV),Fashion and Apparel,Zoom Video Communications
5338,2020-06-29T14:18:44+0000,Decisions and Verdicts,ABORTION,Women and Girls
5339,2020-06-27T09:00:02+0000,Coronavirus (2019-nCoV),Nursing Homes,States (US)
5340,2020-06-29T17:14:12+0000,Music,Pianos,Musical Instruments
5341,2020-06-29T13:35:21+0000,Iran,"Suleimani, Qassim",Interpol (International Criminal Police Organization)
5342,2020-06-29T20:05:08+0000,"Putnam, Brynn","McDonald, Calvin",Lululemon Athletica Inc
5343,2020-06-29T01:22:37+0000,Coronavirus (2019-nCoV),Hospitals,Harris Health System
5344,2020-06-29T09:00:19+0000,Coronavirus (2019-nCoV),Children and Childhood,Parenting
5345,2020-06-29T23:06:44+0000,Cosmetics and Toiletries,Social Media,YouTube.com
5346,2020-06-29T09:00:29+0000,Travel and Vacations,Sea Lions,Diving and Divers
5347,2020-06-29T22:54:06+0000,Iran,Explosions (Accidental),Military Bases and Installations
5348,2020-06-29T17:27:29+0000,"Trump, Donald J",Twitter,St Louis (Mo)
5349,2020-06-29T23:00:04+0000,ABORTION,Deferred Action for Childhood Arrivals,Courts and the Judiciary
5350,2020-06-28T20:30:21+0000,Presidential Election of 2020,United States Politics and Government,George Floyd Protests (2020)
5351,2020-06-29T09:00:18+0000,Fringe Groups and Movements,Fashion and Apparel,Whites
5352,2020-06-27T11:30:09+0000,Cocktails and Mixed Drinks,Recipes,Quarantine (Life and Culture)
5353,2020-06-27T03:15:10+0000,Independence Day (US) (July 4),Coronavirus Risks and Safety Concerns,Fireworks
5354,2020-06-29T09:00:14+0000,Coronavirus (2019-nCoV),Fashion and Apparel,Zoom Video Communications
5355,2020-06-29T14:18:44+0000,Decisions and Verdicts,ABORTION,Women and Girls
5356,2020-06-27T09:00:02+0000,Coronavirus (2019-nCoV),Nursing Homes,States (US)
5357,2020-06-29T22:04:36+0000,ABORTION,Women and Girls,Law and Legislation
5358,2020-06-28T23:00:19+0000,"Flags, Emblems and Insignia",Black People,George Floyd Protests (2020)
5359,2020-06-27T18:17:08+0000,Mississippi,Politics and Government,State Legislatures
5360,2020-06-29T23:48:17+0000,Black People,Cooking and Cookbooks,Race and Ethnicity
5361,2020-06-29T09:00:17+0000,Newspapers,News and News Media,ADVERTISING AND MARKETING
5362,2020-06-29T22:22:25+0000,Caviar,Sturgeon (Fish),Florida
5363,2020-06-29T22:42:49+0000,Fish Farming,Seafood,Hudson Valley Fisheries
5364,2020-06-29T15:43:32+0000,Black People,Wines,Race and Ethnicity
5365,2020-06-29T09:00:15+0000,Coronavirus Risks and Safety Concerns,Coronavirus (2019-nCoV),Contact Tracing (Public Health)
5366,2020-06-27T09:00:13+0000,September 11 (2001),United States Defense and Military Forces,United States Politics and Government
5367,2020-06-27T14:53:14+0000,United States Politics and Government,Drugs (Pharmaceuticals),Coronavirus (2019-nCoV)
5368,2020-06-27T17:29:43+0000,Draft and Recruitment (Sports),"Hockey, Ice",National Hockey League
5369,2020-06-27T09:00:17+0000,Quarantine (Life and Culture),Beauty (Concept),Nails (Body Part)
5370,2020-06-27T01:38:28+0000,Immigration Detention,Children and Childhood,Coronavirus (2019-nCoV)
5371,2020-06-27T09:00:29+0000,Love (Emotion),Dating and Relationships,Quarantines
5372,2020-06-28T16:00:09+0000,Homosexuality and Bisexuality,Freedom of Religion,Supreme Court (US)
5373,2020-06-28T16:00:04+0000,Workplace Hazards and Violations,Coronavirus (2019-nCoV),Occupational Safety and Health Administration
5374,2020-06-28T22:04:16+0000,India,Skin,Discrimination
5375,2020-06-28T17:53:32+0000,Theater,Race and Ethnicity,Broadway League
5376,2020-06-29T09:00:17+0000,Children and Childhood,Pediatric Inflammatory Multisystem Syndrome (PIMS),Coronavirus (2019-nCoV)
5377,2020-06-29T07:00:11+0000,Surveillance of Citizens by Government,Football,Prostitution
5378,2020-06-29T00:55:30+0000,"Newton, Cameron J",New England Patriots,Football
5379,2020-06-28T16:00:09+0000,Homosexuality and Bisexuality,Freedom of Religion,Supreme Court (US)
5380,2020-06-28T16:00:04+0000,Workplace Hazards and Violations,Coronavirus (2019-nCoV),Occupational Safety and Health Administration
5381,2020-06-28T15:00:06+0000,Black People,Race and Ethnicity,Summer (Season)
5382,2020-06-27T09:00:25+0000,Transgender and Transsexuals,Black People,Black Lives Matter Movement
5383,2020-06-28T12:00:12+0000,Poland,Elections,Coronavirus (2019-nCoV)
5384,2020-06-28T15:00:09+0000,Plague,Philosophy,Books and Literature
5385,2020-06-29T00:55:30+0000,"Newton, Cameron J",New England Patriots,Football
5386,2020-06-28T16:36:45+0000,"Webb, Charles",Deaths (Obituaries),Writing and Writers
5387,2020-06-27T21:45:09+0000,Genetic Engineering,Cholesterol,Heart
5388,2020-06-29T09:00:14+0000,"Police Brutality, Misconduct and Shootings",Black Lives Matter Movement,Latin America
5389,2020-06-29T16:21:45+0000,TikTok (ByteDance),Dating and Relationships,Homosexuality and Bisexuality
5390,2020-06-29T12:20:56+0000,Insects,Agriculture and Farming,India
5391,2020-06-29T06:30:10+0000,Soccer,Coronavirus (2019-nCoV),Serie A (Italian Soccer League)
5392,2020-06-29T18:00:11+0000,Mobile Applications,News and News Media,Computers and the Internet
5393,2020-06-29T09:00:25+0000,Presidential Election of 2020,"Biden, Joseph R Jr","Trump, Donald J"
5394,2020-06-29T12:49:20+0000,World War II (1939-45),Refugees and Displaced Persons,Cold War Era
5395,2020-06-29T17:04:48+0000,Data-Mining and Database Marketing,Coronavirus (2019-nCoV),News and News Media
5396,2020-06-29T21:46:29+0000,"Flynn, Michael T",Russian Interference in 2016 US Elections and Ties to Trump Associates,"Sullivan, Emmet G"
5397,2020-06-29T14:30:09+0000,Football,Race and Ethnicity,Television
5398,2020-06-29T17:22:29+0000,Monuments and Memorials (Structures),Race and Ethnicity,Black Lives Matter Movement
5399,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5400,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5401,2020-06-29T12:51:24+0000,Black People,Fashion and Apparel,Music
5402,2020-06-28T18:24:13+0000,Deaths (Obituaries),ACTORS AND ACTRESSES,"Cristal, Linda (1931-2020)"
5403,2020-06-29T12:00:03+0000,Documentary Films and Programs,Refugees and Displaced Persons,Homosexuality and Bisexuality
5404,2020-06-28T04:01:22+0000,Hong Kong,China,Xi Jinping
5405,2020-06-29T15:44:30+0000,China,Censorship,Opera
5406,2020-06-29T09:28:07+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,Disease Rates
5407,2020-06-29T17:04:48+0000,Data-Mining and Database Marketing,Coronavirus (2019-nCoV),News and News Media
5408,2020-06-29T17:22:29+0000,Monuments and Memorials (Structures),Race and Ethnicity,Black Lives Matter Movement
5409,2020-06-29T06:21:02+0000,Karachi (Pakistan),Terrorism,"Murders, Attempted Murders and Homicides"
5410,2020-06-29T18:00:11+0000,Mobile Applications,News and News Media,Computers and the Internet
5411,2020-06-29T14:30:09+0000,Football,Race and Ethnicity,Television
5412,2020-06-29T09:00:25+0000,Presidential Election of 2020,"Biden, Joseph R Jr","Trump, Donald J"
5413,2020-06-29T12:49:20+0000,World War II (1939-45),Refugees and Displaced Persons,Cold War Era
5414,2020-06-29T21:46:29+0000,"Flynn, Michael T",Russian Interference in 2016 US Elections and Ties to Trump Associates,"Sullivan, Emmet G"
5415,2020-06-29T16:55:28+0000,Pop and Rock Music,Rap and Hip-Hop,"Dylan, Bob"
5416,2020-06-29T22:52:51+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5417,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5418,2020-06-29T23:49:40+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5419,2020-06-29T12:51:24+0000,Black People,Fashion and Apparel,Music
5420,2020-06-29T23:49:46+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5421,2020-06-29T23:49:46+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5422,2020-06-29T23:49:46+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5423,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5424,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5425,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5426,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5427,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5428,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5429,2020-06-29T23:49:43+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5430,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5431,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5432,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5433,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5434,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5435,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5436,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5437,2020-06-29T23:49:46+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5438,2020-06-29T23:49:46+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5439,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5440,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5441,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5442,2020-06-29T23:49:40+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5443,2020-06-29T23:49:40+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5444,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5445,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5446,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5447,2020-06-29T23:49:37+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5448,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5449,2020-06-29T23:49:46+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5450,2020-06-29T23:49:46+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5451,2020-06-29T23:49:46+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5452,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5453,2020-06-29T23:49:48+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5454,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5455,2020-06-29T23:49:44+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5456,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5457,2020-06-29T23:49:39+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5458,2020-06-29T23:49:49+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5459,2020-06-29T08:50:09+0000,Basketball,Income Inequality,Socialism (Theory and Philosophy)
5460,2020-06-28T15:00:06+0000,Texas,Coronavirus Reopenings,Disease Rates
5461,2020-06-29T19:31:47+0000,Art,Monuments and Memorials (Structures),Instagram Inc
5462,2020-06-29T09:00:20+0000,Voter Registration and Requirements,Absentee Voting,Third-Party Politics (US)
5463,2020-06-29T19:45:35+0000,Coronavirus Reopenings,"Cuomo, Andrew M","Murphy, Philip D (1957- )"
5464,2020-06-28T16:04:39+0000,Police Reform,Budgets and Budgeting,"de Blasio, Bill"
5465,2020-06-29T11:30:53+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Coronavirus Reopenings
5466,2020-06-27T09:00:53+0000,"Disney, Walt, World (Lake Buena Vista, Fla)",SeaWorld Entertainment Inc,Unite Here
5467,2020-06-29T19:00:12+0000,Coronavirus Risks and Safety Concerns,Coronavirus (2019-nCoV),Coronavirus Reopenings
5468,2020-06-29T23:02:46+0000,Health Insurance and Managed Care,Patient Protection and Affordable Care Act (2010),United States Politics and Government
5469,2020-06-29T23:23:16+0000,Coronavirus Reopenings,Coronavirus (2019-nCoV),"Garcetti, Eric M"
5470,2020-06-29T17:46:35+0000,Russia,AFGHANISTAN,"Trump, Donald J"
5471,2020-06-29T19:14:21+0000,United States International Relations,"Diplomatic Service, Embassies and Consulates",United States Politics and Government
5472,2020-06-29T16:53:04+0000,ABORTION,Law and Legislation,United States Politics and Government
5473,2020-06-27T14:34:50+0000,Books and Literature,We Dream of Space (Book),"Kelly, Erin Entrada"
5474,2020-06-27T14:37:29+0000,Books and Literature,We Are Not from Here (Book),"Sanchez, Jenny Torres"
5475,2020-06-27T14:40:01+0000,Pies,Desserts,Cooking and Cookbooks
5476,2020-06-28T11:00:13+0000,Stocks and Bonds,United States Economy,Coronavirus (2019-nCoV)
5477,2020-06-28T04:36:39+0000,George Floyd Protests (2020),Black Lives Matter Movement,"Murders, Attempted Murders and Homicides"
5478,2020-06-28T19:59:39+0000,Chesapeake Energy Corporation,Bankruptcies,Natural Gas
5479,2020-06-29T00:55:03+0000,Museums,"Demonstrations, Protests and Riots",AMERICAN MUSEUM OF NATURAL HISTORY
5480,2020-06-27T22:41:13+0000,Coronavirus Reopenings,Disease Rates,Coronavirus (2019-nCoV)
5481,2020-06-27T15:00:09+0000,Prisons and Prisoners,Coronavirus (2019-nCoV),Ohio
5482,2020-06-27T09:00:14+0000,Theater,Hamilton (Play),"Miranda, Lin-Manuel"
5483,2020-06-27T18:30:07+0000,"Trump, Donald J",Presidential Election of 2020,United States Politics and Government
5484,2020-06-27T18:00:05+0000,"Freelancing, Self-Employment and Independent Contracting",Wages and Salaries,Car Services and Livery Cabs
5485,2020-06-29T23:49:43+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5486,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5487,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5488,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5489,2020-06-29T23:49:40+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5490,2020-06-29T23:49:41+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5491,2020-06-29T23:49:42+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
5492,2020-06-29T23:49:43+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
