,publication_date,keyword_1,keyword_2,keyword_3
5944,2020-03-28T19:07:00+0000,Pregnancy and Childbirth,Coronavirus (2019-nCoV),Health Department (NYS)
5945,2020-03-28T09:00:05+0000,Books and Literature,Coronavirus (2019-nCoV),Photography
5946,2020-03-29T23:53:44+0000,"Trump, Donald J",Coronavirus (2019-nCoV),United States Politics and Government
5947,2020-03-28T09:00:16+0000,Social Media,Computers and the Internet,Music
5948,2020-03-27T22:51:02+0000,Television,I Love Dick (Book),No Tomorrow (TV Program)
5949,2020-03-28T00:00:48+0000,Coronavirus (2019-nCoV),Quarantines,The Plague (Book)
5950,2020-03-27T16:00:09+0000,Coronavirus (2019-nCoV),Ventilators (Medical),Protective Clothing and Gear
5951,2020-03-27T20:55:59+0000,Coronavirus (2019-nCoV),Television,News and News Media
5952,2020-03-27T23:40:13+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Layoffs and Job Reductions
5953,2020-03-27T23:00:08+0000,United States Economy,Labor and Jobs,Layoffs and Job Reductions
5954,2020-03-27T09:00:16+0000,Drug Abuse and Traffic,Coronavirus (2019-nCoV),Opioids and Opiates
5955,2020-03-28T19:00:06+0000,Asian-Americans,Children and Childhood,Steven Universe (TV Program)
5956,2020-03-27T22:14:02+0000,"Gordon, Stuart",Deaths (Obituaries),Re-Animator (Movie)
5957,2020-03-27T22:31:21+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Quarantines
5958,2020-03-29T09:00:09+0000,Stocks and Bonds,United States Economy,Coronavirus (2019-nCoV)
5959,2020-03-28T13:30:32+0000,Health Insurance and Managed Care,Coronavirus (2019-nCoV),Hospitals
5960,2020-03-29T02:11:52+0000,North Korea,Kim Jong-un,Missiles and Missile Defense Systems
5961,2020-03-28T22:09:55+0000,Olympic Games (2020),Coronavirus (2019-nCoV),International Olympic Committee
5962,2020-03-27T14:17:09+0000,Presidential Election of 2020,United States Politics and Government,Primaries and Caucuses
5963,2020-03-27T15:46:21+0000,Books and Literature,Chirp (Book),"Messner, Kate"
5964,2020-03-27T16:54:45+0000,Coronavirus (2019-nCoV),"Dobbs, Lou","Trump, Donald J"
5965,2020-03-27T19:46:12+0000,Coronavirus (2019-nCoV),Love (Emotion),Marriages
5966,2020-03-27T19:01:55+0000,Swimming,Soccer,Basketball
5967,2020-03-27T00:37:09+0000,Coronavirus (2019-nCoV),ABORTION,Birth Control and Family Planning
5968,2020-03-28T12:41:21+0000,Restaurants,Shutdowns (Institutional),Hurricane Katrina (2005)
5969,2020-03-27T14:17:09+0000,Presidential Election of 2020,United States Politics and Government,Primaries and Caucuses
5970,2020-03-27T15:46:21+0000,Books and Literature,Chirp (Book),"Messner, Kate"
5971,2020-03-27T19:46:12+0000,Coronavirus (2019-nCoV),Love (Emotion),Marriages
5972,2020-03-28T01:40:02+0000,Crossword Puzzles,Greek Civilization,"Agard, Erik (Crossword Constructor)"
5973,2020-03-27T18:37:19+0000,Hospitals,Coronavirus (2019-nCoV),Eminent Domain
5974,2020-03-28T18:30:06+0000,Coronavirus (2019-nCoV),Quarantines,Epidemics
5975,2020-03-28T12:41:21+0000,Restaurants,Shutdowns (Institutional),Hurricane Katrina (2005)
5976,2020-03-28T09:00:15+0000,Coronavirus (2019-nCoV),China,Russia
5977,2020-03-29T20:38:10+0000,Reading and Writing Skills (Education),Education (K-12),Computers and the Internet
5978,2020-03-28T16:00:09+0000,Coronavirus (2019-nCoV),Trucks and Trucking,Labor and Jobs
5979,2020-03-28T09:00:28+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Layoffs and Job Reductions
5980,2020-03-28T15:24:44+0000,Coronavirus (2019-nCoV),Travel Warnings,Quarantines
5981,2020-03-28T15:09:10+0000,Drug Abuse and Traffic,Methamphetamines,Opioids and Opiates
5982,2020-03-28T23:27:14+0000,Tornadoes,"Hutchinson, Asa",Jonesboro (Ark)
5983,2020-03-28T09:00:29+0000,Basketball (College),University of Oregon,"Ionescu, Sabrina (1997- )"
5984,2020-03-27T14:00:09+0000,Television,"Klum, Heidi","Gunn, Timothy M"
5985,2020-03-27T09:00:45+0000,Real Estate and Housing (Residential),Subways,Railroads
5986,2020-03-27T18:37:19+0000,Hospitals,Coronavirus (2019-nCoV),Eminent Domain
5987,2020-03-27T23:00:08+0000,United States Economy,Labor and Jobs,Layoffs and Job Reductions
5988,2020-03-27T09:00:16+0000,Drug Abuse and Traffic,Coronavirus (2019-nCoV),Opioids and Opiates
5989,2020-03-28T19:00:06+0000,Asian-Americans,Children and Childhood,Steven Universe (TV Program)
5990,2020-03-27T22:14:02+0000,"Gordon, Stuart",Deaths (Obituaries),Re-Animator (Movie)
5991,2020-03-27T22:31:21+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Quarantines
5992,2020-03-29T02:11:52+0000,North Korea,Kim Jong-un,Missiles and Missile Defense Systems
5993,2020-03-28T13:30:32+0000,Health Insurance and Managed Care,Coronavirus (2019-nCoV),Hospitals
5994,2020-03-29T02:11:52+0000,North Korea,Kim Jong-un,Missiles and Missile Defense Systems
5995,2020-03-29T21:03:41+0000,Colds,Iodine,Coronavirus (2019-nCoV)
5996,2020-03-27T22:12:00+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020)",Coronavirus (2019-nCoV),Agriculture and Farming
5997,2020-03-29T14:00:06+0000,Television,Coronavirus (2019-nCoV),"Garland, Alex"
5998,2020-03-29T23:03:17+0000,Coronavirus (2019-nCoV),Deaths (Fatalities),Shutdowns (Institutional)
5999,2020-03-28T08:53:58+0000,Sri Lanka,"War Crimes, Genocide and Crimes Against Humanity","Amnesties, Commutations and Pardons"
6000,2020-03-29T10:39:15+0000,Music,Classical Music,Opera
6001,2020-03-29T23:03:17+0000,Coronavirus (2019-nCoV),Deaths (Fatalities),Shutdowns (Institutional)
6002,2020-03-28T08:53:58+0000,Sri Lanka,"War Crimes, Genocide and Crimes Against Humanity","Amnesties, Commutations and Pardons"
6003,2020-03-29T12:31:57+0000,Coronavirus (2019-nCoV),New York State,New York City
6004,2020-03-27T18:09:01+0000,Coronavirus (2019-nCoV),Quarantines,Shutdowns (Institutional)
6005,2020-03-29T19:00:09+0000,Bubonic Plague,Great Britain,Politics and Government
6006,2020-03-29T10:39:15+0000,Music,Classical Music,Opera
6007,2020-03-29T17:49:17+0000,Presidential Election of 2020,Russian Interference in 2016 US Elections and Ties to Trump Associates,Social Media
6008,2020-03-27T17:00:08+0000,Black People,Social Media,Hair
6009,2020-03-29T22:15:20+0000,Coronavirus (2019-nCoV),United States,China
6010,2020-03-27T20:30:01+0000,"Finder, Alan",Deaths (Obituaries),New York Times
6011,2020-03-29T22:28:19+0000,Presidential Election of 2020,United States Economy,Stimulus (Economic)
6012,2020-03-29T23:49:51+0000,Coronavirus (2019-nCoV),Presidential Election of 2020,News and News Media
6013,2020-03-27T09:59:39+0000,Quarantines,Coronavirus (2019-nCoV),"Zimmer, Carl"
6014,2020-03-27T23:08:07+0000,Coronavirus (2019-nCoV),Music,Jazz
6015,2020-03-27T09:00:24+0000,Global Warming,Environment,Greenhouse Gas Emissions
6016,2020-03-29T08:16:50+0000,Second Homes and Non-Primary Residences,Quarantines,Coronavirus (2019-nCoV)
6017,2020-03-27T20:30:08+0000,Animal Behavior,Dogs,Pets
6018,2020-03-27T18:46:34+0000,Dancing,Television,Law & Order: Special Victims Unit (TV Program)
6019,2020-03-28T20:44:05+0000,Coronavirus (2019-nCoV),AMBULANCES,Emergency Medical Service
6020,2020-03-27T18:41:01+0000,"Worley, Kate",Comic Books and Strips,Writing and Writers
6021,2020-03-29T07:00:13+0000,Circuses,Women and Girls,Egypt
6022,2020-03-27T22:45:23+0000,"WYNN, JIMMY",Deaths (Obituaries),Baseball
6023,2020-03-28T14:30:04+0000,Race and Ethnicity,Politics and Government,Coronavirus (2019-nCoV)
6024,2020-03-29T00:11:42+0000,"Longo, Mike (1937-2020)",Deaths (Obituaries),Jazz
6025,2020-03-27T09:00:29+0000,Cooking and Cookbooks,Families and Family Life,Easter and Holy Week
6026,2020-03-27T19:08:01+0000,Coronavirus (2019-nCoV),"Andrade's Catch (Bristol, RI, Retailer)",Clams
6027,2020-03-29T15:03:09+0000,Coronavirus (2019-nCoV),Epidemics,"Cuomo, Andrew M"
6028,2020-03-30T09:00:12+0000,Tests (Medical),Quarantines,Coronavirus (2019-nCoV)
6029,2020-03-29T19:18:44+0000,Coronavirus (2019-nCoV),Epidemics,Politics and Government
6030,2020-03-29T09:00:18+0000,Islamic State West African Province,French Foreign Legion,"Macron, Emmanuel (1977- )"
6031,2020-03-30T02:00:04+0000,Television,Westworld (TV Program),Home Box Office
6032,2020-03-29T05:28:17+0000,Coronavirus (2019-nCoV),India,"Modi, Narendra"
6033,2020-03-29T16:00:04+0000,Prisons and Prisoners,Coronavirus (2019-nCoV),Colleges and Universities
6034,2020-03-29T17:36:33+0000,Skiing,Coronavirus (2019-nCoV),Quarantines
6035,2020-03-29T14:27:27+0000,AIRLINES AND AIRPLANES,"Aviation Accidents, Safety and Disasters",Manila (Philippines)
6036,2020-03-30T20:16:02+0000,Coronavirus (2019-nCoV),Workplace Hazards and Violations,Doctors
6037,2020-03-29T22:53:13+0000,Coronavirus (2019-nCoV),Rationing and Allocation of Resources,Post-Traumatic Stress Disorder
6038,2020-03-30T20:27:47+0000,Masks,Protective Clothing and Gear,Coronavirus (2019-nCoV)
6039,2020-03-30T10:58:02+0000,Xinjiang (China),Muslims and Islam,Uighurs (Chinese Ethnic Group)
6040,2020-03-30T09:00:14+0000,Television,Coronavirus (2019-nCoV),United States Politics and Government
6041,2020-03-29T19:15:28+0000,ARCHITECTURE,AREA PLANNING AND RENEWAL,City College of New York
6042,2020-03-30T09:00:13+0000,Coronavirus (2019-nCoV),Tests (Medical),Ventilators (Medical)
6043,2020-03-30T21:17:56+0000,Coronavirus (2019-nCoV),Presidential Election of 2020,United States Politics and Government
6044,2020-03-30T13:50:01+0000,United States International Relations,Kim Jong-un,"Pompeo, Mike"
6045,2020-03-30T09:00:13+0000,Coronavirus (2019-nCoV),Tests (Medical),Ventilators (Medical)
6046,2020-03-30T21:17:56+0000,Coronavirus (2019-nCoV),Presidential Election of 2020,United States Politics and Government
6047,2020-03-30T13:50:01+0000,United States International Relations,Kim Jong-un,"Pompeo, Mike"
6048,2020-03-29T19:15:28+0000,ARCHITECTURE,AREA PLANNING AND RENEWAL,City College of New York
6049,2020-03-30T20:27:47+0000,Masks,Protective Clothing and Gear,Coronavirus (2019-nCoV)
6050,2020-03-30T09:00:14+0000,Books and Literature,Writing and Writers,Coronavirus (2019-nCoV)
6051,2020-03-30T04:04:07+0000,Coronavirus (2019-nCoV),"Fauci, Anthony S","Trump, Donald J"
6052,2020-03-29T09:00:10+0000,Coronavirus (2019-nCoV),Ventilators (Medical),Epidemics
6053,2020-03-30T10:49:07+0000,Coronavirus (2019-nCoV),New York State,New York City
6054,2020-03-30T10:49:07+0000,Coronavirus (2019-nCoV),New York State,New York City
6055,2020-03-30T09:00:21+0000,Coronavirus (2019-nCoV),Hospitals,Masks
6056,2020-03-31T10:50:39+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020)",Layoffs and Job Reductions,Coronavirus (2019-nCoV)
6057,2020-03-30T09:00:25+0000,Coronavirus (2019-nCoV),United States Economy,Unemployment Insurance
6058,2020-03-30T07:00:08+0000,"Hockey, Ice",Stadiums and Arenas,Colleges and Universities
6059,2020-03-30T22:10:51+0000,Coronavirus (2019-nCoV),Fever,Medicine and Health
6060,2020-03-31T14:59:50+0000,"Wearstler, Kelly",Design,Interior Design and Furnishings
6061,2020-03-30T21:24:04+0000,Books and Literature,The Turn of the Screw (Book),"James, Henry"
6062,2020-03-31T09:00:16+0000,Coronavirus (2019-nCoV),Prisons and Prisoners,Epidemics
6063,2020-03-30T19:28:45+0000,Coronavirus (2019-nCoV),Ministers (Protestant),Hillsborough County (Fla)
6064,2020-03-31T19:44:27+0000,Delivery Services,E-Commerce,Shopping and Retail
6065,2020-03-31T20:30:08+0000,Shortages,Food,Coronavirus (2019-nCoV)
6066,2020-03-31T16:51:01+0000,Doctors,Nursing and Nurses,Volunteers and Community Service
6067,2020-03-30T23:00:36+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020)",United States Politics and Government,United States Economy
6068,2020-03-30T21:05:26+0000,"Cuomo, Andrew M",Presidential Election of 2020,United States Politics and Government
6069,2020-03-31T09:58:38+0000,Coronavirus (2019-nCoV),Shortages,Ventilators (Medical)
6070,2020-03-30T22:36:33+0000,Data-Mining and Database Marketing,Mobile Applications,Privacy
6071,2020-03-30T23:47:46+0000,Budgets and Budgeting,Politics and Government,State Legislatures
6072,2020-03-31T13:03:21+0000,Coronavirus (2019-nCoV),Deaths (Fatalities),United States Politics and Government
6073,2020-03-31T09:00:05+0000,Quarantines,Coronavirus (2019-nCoV),Los Angeles (Calif)
6074,2020-03-30T21:35:41+0000,Coronavirus (2019-nCoV),United States Politics and Government,Republican Party
6075,2020-03-31T00:04:50+0000,Coronavirus (2019-nCoV),Epidemics,Medical Devices
6076,2020-03-30T22:36:33+0000,Data-Mining and Database Marketing,Mobile Applications,Privacy
6077,2020-03-31T09:58:38+0000,Coronavirus (2019-nCoV),Shortages,Ventilators (Medical)
6078,2020-03-30T23:00:36+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020)",United States Politics and Government,United States Economy
6079,2020-03-31T21:51:31+0000,Photography,Coronavirus (2019-nCoV),International Center of Photography
6080,2020-03-31T21:44:36+0000,Deaths (Obituaries),Coronavirus (2019-nCoV),Disabilities
6081,2020-03-31T13:03:21+0000,Coronavirus (2019-nCoV),Deaths (Fatalities),United States Politics and Government
6082,2020-03-31T00:04:50+0000,Coronavirus (2019-nCoV),Epidemics,Medical Devices
6083,2020-03-30T16:00:24+0000,Movies,Epidemics,"Bates, Kathy"
6084,2020-03-31T09:00:26+0000,Real Estate and Housing (Residential),Home Schooling,Home Repairs and Improvements
6085,2020-03-31T21:51:31+0000,Photography,Coronavirus (2019-nCoV),International Center of Photography
6086,2020-03-31T21:44:36+0000,Deaths (Obituaries),Coronavirus (2019-nCoV),Disabilities
6087,2020-03-31T19:22:04+0000,Love (Emotion),Modern Love (Times Column),Dating and Relationships
6088,2020-03-31T09:00:13+0000,Books and Literature,Emotions,Philosophy
6089,2020-03-30T21:26:41+0000,Coronavirus (2019-nCoV),News and News Media,STATNews.com
6090,2020-03-31T00:04:50+0000,Coronavirus (2019-nCoV),Epidemics,Medical Devices
6091,2020-03-31T19:22:04+0000,Love (Emotion),Modern Love (Times Column),Dating and Relationships
6092,2020-03-31T21:37:46+0000,United States Economy,Coronavirus (2019-nCoV),Epidemics
6093,2020-03-30T21:00:28+0000,Labor and Jobs,Quarantines,Coronavirus (2019-nCoV)
6094,2020-03-31T17:18:46+0000,Coronavirus (2019-nCoV),Catalonia (Spain),Spain
6095,2020-03-31T19:55:26+0000,Masks,Protective Clothing and Gear,Textiles
6096,2020-03-31T13:00:14+0000,Real Estate and Housing (Residential),Historic Buildings and Sites,Restoration and Renovation
6097,2020-03-31T09:00:35+0000,Natural Gas,Shale,Pipelines
6098,2020-03-31T13:00:10+0000,Real Estate and Housing (Residential),Real Estate (Commercial),"Hudson Heights (Manhattan, NY)"
6099,2020-03-31T17:18:46+0000,Coronavirus (2019-nCoV),Catalonia (Spain),Spain
6100,2020-03-31T07:37:39+0000,"Colbert, Stephen","Kimmel, Jimmy","Meyers, Seth"
6101,2020-03-31T19:55:26+0000,Masks,Protective Clothing and Gear,Textiles
6102,2020-03-31T21:46:39+0000,Gun Control,Brazil,"Bolsonaro, Jair (1955- )"
6103,2020-03-31T23:21:52+0000,Deaths (Fatalities),Coronavirus (2019-nCoV),Quarantines
6104,2020-03-31T21:55:40+0000,United States Politics and Government,Coronavirus (2019-nCoV),Reserves (Military)
6105,2020-03-31T09:00:35+0000,Natural Gas,Shale,Pipelines
6106,2020-03-31T13:00:14+0000,Real Estate and Housing (Residential),Historic Buildings and Sites,Restoration and Renovation
6107,2020-03-30T19:50:23+0000,"Merrill, Alan (d 2020)",Pop and Rock Music,Deaths (Obituaries)
6108,2020-03-31T23:16:55+0000,Illegal Immigration,Immigration and Emigration,Immigration Detention
6109,2020-03-30T19:50:23+0000,"Merrill, Alan (d 2020)",Pop and Rock Music,Deaths (Obituaries)
6110,2020-03-31T23:16:55+0000,Illegal Immigration,Immigration and Emigration,Immigration Detention
6111,2020-03-31T10:13:21+0000,Coronavirus (2019-nCoV),CHLOROQUINE (DRUG),Drugs (Pharmaceuticals)
6112,2020-03-31T00:04:29+0000,Passover,Cooking and Cookbooks,Quarantines
6113,2020-03-31T00:33:44+0000,Passover,Books and Literature,Prayers and Prayer Books
6114,2020-03-31T14:40:22+0000,Politics and Government,Coronavirus (2019-nCoV),Travel Warnings
6115,2020-03-29T13:00:07+0000,Real Estate and Housing (Residential),Irvington (NJ),"Upper East Side (Manhattan, NY)"
6116,2020-03-29T09:00:13+0000,Black People,Art,New York Times
6117,2020-03-29T02:20:07+0000,Basketball,New York Knicks,"Dolan, James L"
6118,2020-03-31T01:40:02+0000,Crossword Puzzles,"Iverson, Christina (Crossword Constructor)","Trudeau, Ross (Crossword Constructor)"
6119,2020-03-29T19:20:55+0000,Music,Coronavirus (2019-nCoV),Radio
6120,2020-03-29T19:00:05+0000,Coronavirus (2019-nCoV),Iowa,Rural Areas
6121,2020-03-29T19:42:06+0000,Coronavirus (2019-nCoV),Emergency Medical Treatment,September 11 (2001)
6122,2020-03-30T09:00:12+0000,Passover,Jews and Judaism,Coronavirus (2019-nCoV)
6123,2020-03-31T00:51:48+0000,"Trump, Donald J",Coronavirus (2019-nCoV),United States Politics and Government
6124,2020-03-30T21:59:40+0000,Coronavirus (2019-nCoV),Funerals and Memorials,Rural Areas
6125,2020-03-30T16:00:11+0000,Movies,ANIMATED FILMS,"Mack, Jodie"
6126,2020-03-31T09:00:19+0000,Nursing Homes,Coronavirus (2019-nCoV),Elderly
6127,2020-03-30T09:14:10+0000,Coronavirus (2019-nCoV),Quarantines,Shutdowns (Institutional)
6128,2020-03-30T19:00:08+0000,Music,"Audio Recordings, Downloads and Streaming",Pop and Rock Music
6129,2020-03-29T15:28:00+0000,Iraq,Coronavirus (2019-nCoV),Politics and Government
6130,2020-03-30T17:18:00+0000,Pregnancy and Childbirth,Midwives and Doulas,Coronavirus (2019-nCoV)
6131,2020-03-30T09:56:46+0000,Quarantines,Coronavirus (2019-nCoV),"Dominus, Susan"
6132,2020-03-31T01:40:02+0000,Crossword Puzzles,"Iverson, Christina (Crossword Constructor)","Trudeau, Ross (Crossword Constructor)"
6133,2020-03-29T19:20:55+0000,Music,Coronavirus (2019-nCoV),Radio
6134,2020-03-30T17:19:21+0000,Horse Racing,Florida Derby (Horse Race),Triple Crown (Horse Racing)
6135,2020-03-31T09:00:06+0000,Coronavirus (2019-nCoV),Quarantines,Telemedicine
6136,2020-03-30T11:57:07+0000,Olympic Games (2020),Coronavirus (2019-nCoV),International Olympic Committee
6137,2020-03-31T14:59:52+0000,Historic Buildings and Sites,Interior Design and Furnishings,Furniture
6138,2020-03-30T21:59:40+0000,Coronavirus (2019-nCoV),Funerals and Memorials,Rural Areas
6139,2020-03-30T16:00:11+0000,Movies,ANIMATED FILMS,"Mack, Jodie"
6140,2020-03-31T00:51:48+0000,"Trump, Donald J",Coronavirus (2019-nCoV),United States Politics and Government
6141,2020-03-31T09:00:19+0000,Nursing Homes,Coronavirus (2019-nCoV),Elderly
6142,2020-03-30T09:00:06+0000,Books and Literature,"Washburn, Kawai Strong",Sharks in the Time of Saviors (Book)
6143,2020-03-30T13:03:19+0000,Prisons and Prisoners,Coronavirus (2019-nCoV),Immigration Detention
6144,2020-03-30T09:00:10+0000,Presidential Election of 2020,Presidential Election of 2016,United States Politics and Government
6145,2020-03-30T21:59:40+0000,Coronavirus (2019-nCoV),Funerals and Memorials,Rural Areas
6146,2020-03-30T16:00:11+0000,Movies,ANIMATED FILMS,"Mack, Jodie"
6147,2020-03-30T13:03:19+0000,Prisons and Prisoners,Coronavirus (2019-nCoV),Immigration Detention
6148,2020-03-30T09:00:06+0000,Books and Literature,"Washburn, Kawai Strong",Sharks in the Time of Saviors (Book)
6149,2020-03-30T19:12:59+0000,Global Warming,Greenhouse Gas Emissions,Carbon Capture and Sequestration
6150,2020-03-30T19:42:49+0000,Theater,ARS NOVA,"Eagan, Jason"
6151,2020-03-30T16:31:55+0000,E-Cigarettes,Nicotine,Medicine and Health
6152,2020-03-30T09:00:10+0000,Presidential Election of 2020,Presidential Election of 2016,United States Politics and Government
6153,2020-03-30T09:00:21+0000,Strikes,Workplace Hazards and Violations,Coronavirus (2019-nCoV)
6154,2020-03-31T19:18:24+0000,Social Media,Comedy and Humor,"Stalter, Meg"
